province_state,country_region,date,confirmed,deaths,recovered,active,admin2
Akita,Japan,2022-02-25,9003,32,,,
Aomori,Japan,2022-02-25,20043,58,,,
Chiba,Japan,2022-02-25,258642,1293,,,
Ehime,Japan,2022-02-25,16189,112,,,
Fukui,Japan,2022-02-25,11721,39,,,
Fukuoka,Japan,2022-02-25,224370,898,,,
Fukushima,Japan,2022-02-25,23280,184,,,
Gifu,Japan,2022-02-25,50511,267,,,
Gunma,Japan,2022-02-25,50007,244,,,
Hiroshima,Japan,2022-02-25,72253,378,,,
Hokkaido,Japan,2022-02-25,165998,1734,,,
Hyogo,Japan,2022-02-25,250927,1764,,,
Ibaraki,Japan,2022-02-25,69306,278,,,
Ishikawa,Japan,2022-02-25,23280,161,,,
Iwate,Japan,2022-02-25,9752,58,,,
Kagawa,Japan,2022-02-25,17432,71,,,
Kagoshima,Japan,2022-02-25,29855,119,,,
Kanagawa,Japan,2022-02-25,433712,1649,,,
Kochi,Japan,2022-02-25,11482,75,,,
Kumamoto,Japan,2022-02-25,47085,215,,,
Kyoto,Japan,2022-02-25,119439,406,,,
Mie,Japan,2022-02-25,39202,235,,,
Miyagi,Japan,2022-02-25,38567,138,,,
Miyazaki,Japan,2022-02-25,17912,85,,,
Nagano,Japan,2022-02-25,30055,142,,,
Nagasaki,Japan,2022-02-25,25037,107,,,
Nara,Japan,2022-02-25,52268,255,,,
Niigata,Japan,2022-02-25,28229,68,,,
Oita,Japan,2022-02-25,22797,98,,,
Okayama,Japan,2022-02-25,46911,186,,,
Okinawa,Japan,2022-02-25,97798,426,,,
Osaka,Japan,2022-02-25,625452,3814,,,
Port Quarantine,Japan,2022-02-25,4463,4,,,
Saga,Japan,2022-02-25,22204,60,,,
Saitama,Japan,2022-02-25,300242,1161,,,
Shiga,Japan,2022-02-25,46548,133,,,
Shimane,Japan,2022-02-25,6109,8,,,
Shizuoka,Japan,2022-02-25,85024,322,,,
Tochigi,Japan,2022-02-25,43489,176,,,
Tokushima,Japan,2022-02-25,9939,73,,,
Tokyo,Japan,2022-02-25,962673,3564,,,
Tottori,Japan,2022-02-25,6323,9,,,
Toyama,Japan,2022-02-25,16322,60,,,
Unknown,Japan,2022-02-25,8,0,,,
Wakayama,Japan,2022-02-25,21770,100,,,
Yamagata,Japan,2022-02-25,11072,64,,,
Yamaguchi,Japan,2022-02-25,20347,123,,,
Yamanashi,Japan,2022-02-25,16244,43,,,
Aichi,Japan,2020-11-21,8686,98,6841,1747,
Akita,Japan,2020-11-21,74,0,68,6,
Aomori,Japan,2020-11-21,280,6,255,19,
Chiba,Japan,2020-11-21,6309,85,5361,863,
Ehime,Japan,2020-11-21,186,6,111,69,
Fukui,Japan,2020-11-21,300,11,256,33,
Fukuoka,Japan,2020-11-21,5507,105,5228,174,
Fukushima,Japan,2020-11-21,476,6,406,64,
Gifu,Japan,2020-11-21,911,14,747,150,
Gunma,Japan,2020-11-21,1033,20,916,97,
Hiroshima,Japan,2020-11-21,738,6,674,58,
Hokkaido,Japan,2020-11-21,6907,138,4246,2523,
Hyogo,Japan,2020-11-21,4640,77,3735,828,
Ibaraki,Japan,2020-11-21,1205,20,873,312,
Ishikawa,Japan,2020-11-21,833,49,775,9,
Iwate,Japan,2020-11-21,127,0,33,94,
Kagawa,Japan,2020-11-21,132,2,106,24,
Kagoshima,Japan,2020-11-21,595,15,537,43,
Kanagawa,Japan,2020-11-21,11199,185,9597,1417,
Kochi,Japan,2020-11-21,146,4,140,2,
Kumamoto,Japan,2020-11-21,964,13,841,110,
Kyoto,Japan,2020-11-21,2470,34,2160,276,
Mie,Japan,2020-11-21,705,6,587,112,
Miyagi,Japan,2020-11-21,1092,8,863,221,
Miyazaki,Japan,2020-11-21,413,1,372,40,
Nagano,Japan,2020-11-21,591,6,401,184,
Nagasaki,Japan,2020-11-21,260,3,243,14,
Nara,Japan,2020-11-21,969,11,758,200,
Niigata,Japan,2020-11-21,295,0,201,94,
Oita,Japan,2020-11-21,209,3,160,46,
Okayama,Japan,2020-11-21,485,11,310,164,
Okinawa,Japan,2020-11-21,3972,70,3517,385,
Osaka,Japan,2020-11-21,17159,257,14124,2778,
Port Quarantine,Japan,2020-11-21,1421,1,514,906,
Saga,Japan,2020-11-21,291,1,276,14,
Saitama,Japan,2020-11-21,7501,129,6306,1066,
Shiga,Japan,2020-11-21,730,9,624,97,
Shimane,Japan,2020-11-21,142,0,141,1,
Shizuoka,Japan,2020-11-21,1176,4,768,404,
Tochigi,Japan,2020-11-21,558,2,498,58,
Tokushima,Japan,2020-11-21,178,9,161,8,
Tokyo,Japan,2020-11-21,37355,468,32954,3933,
Tottori,Japan,2020-11-21,53,0,43,10,
Toyama,Japan,2020-11-21,442,26,399,17,
Unknown,Japan,2020-11-21,8,0,8,0,
Wakayama,Japan,2020-11-21,379,4,297,78,
Yamagata,Japan,2020-11-21,109,1,86,22,
Yamaguchi,Japan,2020-11-21,344,2,223,119,
Yamanashi,Japan,2020-11-21,316,6,241,69,
,Japan,2020-01-23,1,,,,
Aichi,Japan,2021-08-08,56691,1013,,,
Akita,Japan,2021-08-08,1087,21,,,
Aomori,Japan,2021-08-08,2872,32,,,
Chiba,Japan,2021-08-08,56398,736,,,
Ehime,Japan,2021-08-08,3170,77,,,
Fukui,Japan,2021-08-08,1851,36,,,
Fukuoka,Japan,2021-08-08,44424,541,,,
Fukushima,Japan,2021-08-08,6481,162,,,
Gifu,Japan,2021-08-08,9946,189,,,
Gunma,Japan,2021-08-08,9801,156,,,
Hiroshima,Japan,2021-08-08,12840,180,,,
Hokkaido,Japan,2021-08-08,46765,1428,,,
Hyogo,Japan,2021-08-08,47217,1320,,,
Ibaraki,Japan,2021-08-08,14344,170,,,
Ishikawa,Japan,2021-08-08,5732,119,,,
Iwate,Japan,2021-08-08,2166,47,,,
Kagawa,Japan,2021-08-08,2573,32,,,
Kagoshima,Japan,2021-08-08,4421,41,,,
Kanagawa,Japan,2021-08-08,96753,1009,,,
Kochi,Japan,2021-08-08,2185,29,,,
Kumamoto,Japan,2021-08-08,7810,122,,,
Kyoto,Japan,2021-08-08,20251,249,,,
Mie,Japan,2021-08-08,6282,115,,,
Miyagi,Japan,2021-08-08,10559,91,,,
Miyazaki,Japan,2021-08-08,3474,27,,,
Nagano,Japan,2021-08-08,5688,94,,,
Nagasaki,Japan,2021-08-08,3767,69,,,
Nara,Japan,2021-08-08,9559,134,,,
Niigata,Japan,2021-08-08,4550,54,,,
Oita,Japan,2021-08-08,3932,64,,,
Okayama,Japan,2021-08-08,8935,127,,,
Okinawa,Japan,2021-08-08,28741,240,,,
Osaka,Japan,2021-08-08,122458,2733,,,
Port Quarantine,Japan,2021-08-08,3577,4,,,
Saga,Japan,2021-08-08,2982,25,,,
Saitama,Japan,2021-08-08,66120,854,,,
Shiga,Japan,2021-08-08,6678,94,,,
Shimane,Japan,2021-08-08,807,2,,,
Shizuoka,Japan,2021-08-08,12260,157,,,
Tochigi,Japan,2021-08-08,9314,89,,,
Tokushima,Japan,2021-08-08,1857,63,,,
Tokyo,Japan,2021-08-08,249285,2311,,,
Tottori,Japan,2021-08-08,988,3,,,
Toyama,Japan,2021-08-08,2581,38,,,
Unknown,Japan,2021-08-08,8,0,,,
Wakayama,Japan,2021-08-08,3233,49,,,
Yamagata,Japan,2021-08-08,2361,48,,,
Yamaguchi,Japan,2021-08-08,3444,80,,,
Yamanashi,Japan,2021-08-08,2862,21,,,
Aichi,Japan,2021-02-10,24961,462,22565,1934,
Akita,Japan,2021-02-10,269,4,231,34,
Aomori,Japan,2021-02-10,790,14,694,82,
Chiba,Japan,2021-02-10,24145,320,20026,3799,
Ehime,Japan,2021-02-10,1026,22,924,80,
Fukui,Japan,2021-02-10,528,23,463,42,
Fukuoka,Japan,2021-02-10,17077,224,14976,1877,
Fukushima,Japan,2021-02-10,1794,60,1595,139,
Gifu,Japan,2021-02-10,4408,85,4061,262,
Gunma,Japan,2021-02-10,4178,79,3746,353,
Hiroshima,Japan,2021-02-10,4916,96,4632,188,
Hokkaido,Japan,2021-02-10,18228,628,16496,1104,
Hyogo,Japan,2021-02-10,17382,462,15643,1277,
Ibaraki,Japan,2021-02-10,5249,87,4629,533,
Ishikawa,Japan,2021-02-10,1598,61,1388,149,
Iwate,Japan,2021-02-10,518,29,465,24,
Kagawa,Japan,2021-02-10,706,17,593,96,
Kagoshima,Japan,2021-02-10,1685,21,1582,82,
Kanagawa,Japan,2021-02-10,42772,591,40274,1907,
Kochi,Japan,2021-02-10,864,17,832,15,
Kumamoto,Japan,2021-02-10,3393,67,3163,163,
Kyoto,Japan,2021-02-10,8825,139,7795,891,
Mie,Japan,2021-02-10,2352,40,2052,260,
Miyagi,Japan,2021-02-10,3529,23,3336,170,
Miyazaki,Japan,2021-02-10,1902,20,1749,133,
Nagano,Japan,2021-02-10,2345,38,2251,56,
Nagasaki,Japan,2021-02-10,1576,35,1365,176,
Nara,Japan,2021-02-10,3174,44,2960,170,
Niigata,Japan,2021-02-10,976,12,875,89,
Oita,Japan,2021-02-10,1242,18,1101,123,
Okayama,Japan,2021-02-10,2422,26,2199,197,
Okinawa,Japan,2021-02-10,7953,96,7278,579,
Osaka,Japan,2021-02-10,45478,1031,41257,3190,
Port Quarantine,Japan,2021-02-10,2180,2,2122,56,
Saga,Japan,2021-02-10,1003,7,937,59,
Saitama,Japan,2021-02-10,27212,443,23424,3345,
Shiga,Japan,2021-02-10,2270,35,2014,221,
Shimane,Japan,2021-02-10,284,0,266,18,
Shizuoka,Japan,2021-02-10,4786,88,4446,252,
Tochigi,Japan,2021-02-10,3919,58,3602,259,
Tokushima,Japan,2021-02-10,418,15,354,49,
Tokyo,Japan,2021-02-10,105092,1075,97506,6511,
Tottori,Japan,2021-02-10,208,2,183,23,
Toyama,Japan,2021-02-10,887,27,835,25,
Unknown,Japan,2021-02-10,8,0,8,0,
Wakayama,Japan,2021-02-10,1118,16,1020,82,
Yamagata,Japan,2021-02-10,531,14,467,50,
Yamaguchi,Japan,2021-02-10,1338,32,1118,188,
Yamanashi,Japan,2021-02-10,919,17,881,21,
Aichi,Japan,2021-04-01,27477,581,26034,862,
Akita,Japan,2021-04-01,285,6,271,8,
Aomori,Japan,2021-04-01,1039,20,875,144,
Chiba,Japan,2021-04-01,29754,570,27978,1206,
Ehime,Japan,2021-04-01,1399,24,1054,321,
Fukui,Japan,2021-04-01,595,25,526,44,
Fukuoka,Japan,2021-04-01,19053,336,18280,437,
Fukushima,Japan,2021-04-01,2556,111,2130,315,
Gifu,Japan,2021-04-01,4852,120,4698,34,
Gunma,Japan,2021-04-01,5032,99,4728,205,
Hiroshima,Japan,2021-04-01,5191,104,4964,123,
Hokkaido,Japan,2021-04-01,21044,752,19443,849,
Hyogo,Japan,2021-04-01,20323,593,18125,1605,
Ibaraki,Japan,2021-04-01,6772,128,6291,353,
Ishikawa,Japan,2021-04-01,1919,65,1824,30,
Iwate,Japan,2021-04-01,646,30,553,63,
Kagawa,Japan,2021-04-01,849,19,754,76,
Kagoshima,Japan,2021-04-01,1832,30,1772,30,
Kanagawa,Japan,2021-04-01,48261,783,46447,1031,
Kochi,Japan,2021-04-01,916,19,888,9,
Kumamoto,Japan,2021-04-01,3514,75,3407,32,
Kyoto,Japan,2021-04-01,9574,168,9093,313,
Mie,Japan,2021-04-01,2776,70,2632,74,
Miyagi,Japan,2021-04-01,6213,31,4493,1689,
Miyazaki,Japan,2021-04-01,1962,21,1924,17,
Nagano,Japan,2021-04-01,2827,40,2524,263,
Nagasaki,Japan,2021-04-01,1638,39,1577,22,
Nara,Japan,2021-04-01,3752,57,3438,257,
Niigata,Japan,2021-04-01,1488,17,1256,215,
Oita,Japan,2021-04-01,1314,22,1277,15,
Okayama,Japan,2021-04-01,2703,35,2524,144,
Okinawa,Japan,2021-04-01,9612,129,8663,820,
Osaka,Japan,2021-04-01,52783,1182,47421,4180,
Port Quarantine,Japan,2021-04-01,2409,3,2280,126,
Saga,Japan,2021-04-01,1211,14,1162,35,
Saitama,Japan,2021-04-01,33005,701,30708,1596,
Shiga,Japan,2021-04-01,2794,56,2619,119,
Shimane,Japan,2021-04-01,294,0,286,8,
Shizuoka,Japan,2021-04-01,5741,117,5359,265,
Tochigi,Japan,2021-04-01,4667,71,4361,235,
Tokushima,Japan,2021-04-01,545,18,446,81,
Tokyo,Japan,2021-04-01,120691,1764,116012,2915,
Tottori,Japan,2021-04-01,270,2,205,63,
Toyama,Japan,2021-04-01,944,29,888,27,
Unknown,Japan,2021-04-01,8,0,8,0,
Wakayama,Japan,2021-04-01,1304,18,1156,130,
Yamagata,Japan,2021-04-01,1000,17,617,366,
Yamaguchi,Japan,2021-04-01,1422,43,1351,28,
Yamanashi,Japan,2021-04-01,983,19,938,26,
Aichi,Japan,2021-06-17,50285,898,46772,2615,
Akita,Japan,2021-06-17,764,20,730,14,
Aomori,Japan,2021-06-17,2452,30,2372,50,
Chiba,Japan,2021-06-17,38775,698,37124,953,
Ehime,Japan,2021-06-17,2749,74,2648,27,
Fukui,Japan,2021-06-17,1078,34,1014,30,
Fukuoka,Japan,2021-06-17,35149,511,33203,1435,
Fukushima,Japan,2021-06-17,4741,155,4465,121,
Gifu,Japan,2021-06-17,9136,178,8854,104,
Gunma,Japan,2021-06-17,8000,150,7741,109,
Hiroshima,Japan,2021-06-17,11318,162,10716,440,
Hokkaido,Japan,2021-06-17,40788,1331,36402,3055,
Hyogo,Japan,2021-06-17,40795,1268,38771,756,
Ibaraki,Japan,2021-06-17,10210,160,9747,303,
Ishikawa,Japan,2021-06-17,3899,115,3684,100,
Iwate,Japan,2021-06-17,1620,46,1463,111,
Kagawa,Japan,2021-06-17,2079,28,1999,52,
Kagoshima,Japan,2021-06-17,3563,35,3443,85,
Kanagawa,Japan,2021-06-17,64954,930,62138,1886,
Kochi,Japan,2021-06-17,1702,23,1569,110,
Kumamoto,Japan,2021-06-17,6437,112,6195,130,
Kyoto,Japan,2021-06-17,16422,232,15798,392,
Mie,Japan,2021-06-17,5163,110,5032,21,
Miyagi,Japan,2021-06-17,9104,85,8865,154,
Miyazaki,Japan,2021-06-17,3055,26,2983,46,
Nagano,Japan,2021-06-17,4948,89,4835,24,
Nagasaki,Japan,2021-06-17,3088,69,2913,106,
Nara,Japan,2021-06-17,8011,123,7840,48,
Niigata,Japan,2021-06-17,3387,46,3215,126,
Oita,Japan,2021-06-17,3475,60,3348,67,
Okayama,Japan,2021-06-17,7568,123,7125,320,
Okinawa,Japan,2021-06-17,19939,168,17629,2142,
Osaka,Japan,2021-06-17,102148,2563,95297,4288,
Port Quarantine,Japan,2021-06-17,3050,4,2963,83,
Saga,Japan,2021-06-17,2557,24,2535,-2,
Saitama,Japan,2021-06-17,45367,826,43408,1133,
Shiga,Japan,2021-06-17,5475,88,5155,232,
Shimane,Japan,2021-06-17,563,1,539,23,
Shizuoka,Japan,2021-06-17,8968,144,8418,406,
Tochigi,Japan,2021-06-17,6750,80,6426,244,
Tokushima,Japan,2021-06-17,1650,62,1567,21,
Tokyo,Japan,2021-06-17,167936,2174,161831,3931,
Tottori,Japan,2021-06-17,467,2,453,12,
Toyama,Japan,2021-06-17,1993,37,1881,75,
Unknown,Japan,2021-06-17,8,0,8,0,
Wakayama,Japan,2021-06-17,2656,45,2529,82,
Yamagata,Japan,2021-06-17,2024,47,1923,54,
Yamaguchi,Japan,2021-06-17,3091,71,2871,149,
Yamanashi,Japan,2021-06-17,1884,20,1620,244,
,Japan,2020-02-23,147,1,22,,
Aichi,Japan,2020-10-15,5622,90,5258,274,
Akita,Japan,2020-10-15,59,0,58,1,
Aomori,Japan,2020-10-15,57,1,36,20,
Chiba,Japan,2020-10-15,4431,75,3986,370,
Ehime,Japan,2020-10-15,115,6,108,1,
Fukui,Japan,2020-10-15,250,11,234,5,
Fukuoka,Japan,2020-10-15,5135,99,4943,93,
Fukushima,Japan,2020-10-15,332,5,250,77,
Gifu,Japan,2020-10-15,640,10,618,12,
Gunma,Japan,2020-10-15,764,19,707,38,
Hiroshima,Japan,2020-10-15,643,4,594,45,
Hokkaido,Japan,2020-10-15,2449,107,2096,246,
Hyogo,Japan,2020-10-15,2964,59,2738,167,
Ibaraki,Japan,2020-10-15,719,19,658,42,
Ishikawa,Japan,2020-10-15,787,47,718,22,
Iwate,Japan,2020-10-15,26,0,23,3,
Kagawa,Japan,2020-10-15,98,2,91,5,
Kagoshima,Japan,2020-10-15,462,12,432,18,
Kanagawa,Japan,2020-10-15,7767,154,7011,602,
Kochi,Japan,2020-10-15,140,4,134,2,
Kumamoto,Japan,2020-10-15,726,8,615,103,
Kyoto,Japan,2020-10-15,1907,27,1753,127,
Mie,Japan,2020-10-15,543,6,512,25,
Miyagi,Japan,2020-10-15,508,2,452,54,
Miyazaki,Japan,2020-10-15,366,1,344,21,
Nagano,Japan,2020-10-15,319,3,315,1,
Nagasaki,Japan,2020-10-15,241,3,233,5,
Nara,Japan,2020-10-15,607,9,569,29,
Niigata,Japan,2020-10-15,180,0,173,7,
Oita,Japan,2020-10-15,158,2,155,1,
Okayama,Japan,2020-10-15,168,1,152,15,
Okinawa,Japan,2020-10-15,2831,51,2500,280,
Osaka,Japan,2020-10-15,11361,224,10623,514,
Port Quarantine,Japan,2020-10-15,1069,1,514,554,
Saga,Japan,2020-10-15,247,0,248,,
Saitama,Japan,2020-10-15,5235,102,4674,459,
Shiga,Japan,2020-10-15,520,8,496,16,
Shimane,Japan,2020-10-15,140,0,140,0,
Shizuoka,Japan,2020-10-15,572,2,556,14,
Tochigi,Japan,2020-10-15,453,1,431,21,
Tokushima,Japan,2020-10-15,149,9,140,0,
Tokyo,Japan,2020-10-15,28433,427,25846,2160,
Tottori,Japan,2020-10-15,36,0,35,1,
Toyama,Japan,2020-10-15,422,26,394,2,
Unknown,Japan,2020-10-15,8,0,8,0,
Wakayama,Japan,2020-10-15,254,4,235,15,
Yamagata,Japan,2020-10-15,81,1,77,3,
Yamaguchi,Japan,2020-10-15,209,2,199,8,
Yamanashi,Japan,2020-10-15,199,6,190,3,
Aichi,Japan,2022-12-02,1582166,3095,,,
Akita,Japan,2022-12-02,146688,329,,,
Aomori,Japan,2022-12-02,210163,401,,,
Chiba,Japan,2022-12-02,1094863,2753,,,
Ehime,Japan,2022-12-02,196104,324,,,
Fukui,Japan,2022-12-02,141163,122,,,
Fukuoka,Japan,2022-12-02,1179957,2098,,,
Fukushima,Japan,2022-12-02,271394,351,,,
Gifu,Japan,2022-12-02,366959,697,,,
Gunma,Japan,2022-12-02,304235,614,,,
Hiroshima,Japan,2022-12-02,537832,875,,,
Hokkaido,Japan,2022-12-02,1082592,3348,,,
Hyogo,Japan,2022-12-02,1117506,2998,,,
Ibaraki,Japan,2022-12-02,443437,796,,,
Ishikawa,Japan,2022-12-02,203151,320,,,
Iwate,Japan,2022-12-02,157993,274,,,
Kagawa,Japan,2022-12-02,170478,329,,,
Kagoshima,Japan,2022-12-02,322376,561,,,
Kanagawa,Japan,2022-12-02,1720926,3179,,,
Kochi,Japan,2022-12-02,114705,332,,,
Kumamoto,Japan,2022-12-02,371717,698,,,
Kyoto,Japan,2022-12-02,529768,1175,,,
Mie,Japan,2022-12-02,304073,580,,,
Miyagi,Japan,2022-12-02,369266,535,,,
Miyazaki,Japan,2022-12-02,217060,405,,,
Nagano,Japan,2022-12-02,315958,487,,,
Nagasaki,Japan,2022-12-02,238522,352,,,
Nara,Japan,2022-12-02,259038,596,,,
Niigata,Japan,2022-12-02,318700,209,,,
Oita,Japan,2022-12-02,201975,408,,,
Okayama,Japan,2022-12-02,333983,466,,,
Okinawa,Japan,2022-12-02,520727,815,,,
Osaka,Japan,2022-12-02,2300068,6764,,,
Port Quarantine,Japan,2022-12-02,22118,8,,,
Saga,Japan,2022-12-02,179305,267,,,
Saitama,Japan,2022-12-02,1381166,2614,,,
Shiga,Japan,2022-12-02,275151,389,,,
Shimane,Japan,2022-12-02,107181,124,,,
Shizuoka,Japan,2022-12-02,581749,815,,,
Tochigi,Japan,2022-12-02,287786,592,,,
Tokushima,Japan,2022-12-02,108913,216,,,
Tokyo,Japan,2022-12-02,3550343,6215,,,
Tottori,Japan,2022-12-02,83065,113,,,
Toyama,Japan,2022-12-02,169044,203,,,
Unknown,Japan,2022-12-02,173,0,,,
Wakayama,Japan,2022-12-02,160068,298,,,
Yamagata,Japan,2022-12-02,166921,257,,,
Yamaguchi,Japan,2022-12-02,197572,428,,,
Yamanashi,Japan,2022-12-02,127339,196,,,
Aichi,Japan,2022-05-15,512860,2037,,,
Akita,Japan,2022-05-15,28294,65,,,
Aomori,Japan,2022-05-15,53490,101,,,
Chiba,Japan,2022-05-15,436382,1764,,,
Ehime,Japan,2022-05-15,36450,137,,,
Fukui,Japan,2022-05-15,31127,45,,,
Fukuoka,Japan,2022-05-15,399079,1237,,,
Fukushima,Japan,2022-05-15,58475,216,,,
Gifu,Japan,2022-05-15,91673,324,,,
Gunma,Japan,2022-05-15,89803,313,,,
Hiroshima,Japan,2022-05-15,142126,477,,,
Hokkaido,Japan,2022-05-15,329440,2023,,,
Hyogo,Japan,2022-05-15,405144,2215,,,
Ibaraki,Japan,2022-05-15,151912,433,,,
Ishikawa,Japan,2022-05-15,49478,193,,,
Iwate,Japan,2022-05-15,31373,86,,,
Kagawa,Japan,2022-05-15,43929,123,,,
Kagoshima,Japan,2022-05-15,73983,187,,,
Kanagawa,Japan,2022-05-15,728435,2164,,,
Kochi,Japan,2022-05-15,24599,108,,,
Kumamoto,Japan,2022-05-15,89812,286,,,
Kyoto,Japan,2022-05-15,192174,706,,,
Mie,Japan,2022-05-15,76748,287,,,
Miyagi,Japan,2022-05-15,80391,193,,,
Miyazaki,Japan,2022-05-15,46552,139,,,
Nagano,Japan,2022-05-15,67762,186,,,
Nagasaki,Japan,2022-05-15,52919,124,,,
Nara,Japan,2022-05-15,87428,382,,,
Niigata,Japan,2022-05-15,66568,91,,,
Oita,Japan,2022-05-15,49000,157,,,
Okayama,Japan,2022-05-15,89640,243,,,
Okinawa,Japan,2022-05-15,188480,455,,,
Osaka,Japan,2022-05-15,935325,4989,,,
Port Quarantine,Japan,2022-05-15,4463,4,,,
Saga,Japan,2022-05-15,48992,105,,,
Saitama,Japan,2022-05-15,533076,1522,,,
Shiga,Japan,2022-05-15,85601,217,,,
Shimane,Japan,2022-05-15,15577,15,,,
Shizuoka,Japan,2022-05-15,158117,404,,,
Tochigi,Japan,2022-05-15,86571,269,,,
Tokushima,Japan,2022-05-15,20309,80,,,
Tokyo,Japan,2022-05-15,1491783,4400,,,
Tottori,Japan,2022-05-15,13686,16,,,
Toyama,Japan,2022-05-15,34604,93,,,
Unknown,Japan,2022-05-15,8,0,,,
Wakayama,Japan,2022-05-15,39275,117,,,
Yamagata,Japan,2022-05-15,25962,90,,,
Yamaguchi,Japan,2022-05-15,40224,175,,,
Yamanashi,Japan,2022-05-15,30652,68,,,
Aichi,Japan,2021-11-16,106794,1158,,,
Akita,Japan,2021-11-16,1925,27,,,
Aomori,Japan,2021-11-16,5897,38,,,
Chiba,Japan,2021-11-16,100412,1026,,,
Ehime,Japan,2021-11-16,5409,82,,,
Fukui,Japan,2021-11-16,3115,38,,,
Fukuoka,Japan,2021-11-16,74516,622,,,
Fukushima,Japan,2021-11-16,9486,175,,,
Gifu,Japan,2021-11-16,18894,218,,,
Gunma,Japan,2021-11-16,16828,176,,,
Hiroshima,Japan,2021-11-16,22143,202,,,
Hokkaido,Japan,2021-11-16,60942,1472,,,
Hyogo,Japan,2021-11-16,78631,1396,,,
Ibaraki,Japan,2021-11-16,24436,219,,,
Ishikawa,Japan,2021-11-16,7967,129,,,
Iwate,Japan,2021-11-16,3487,53,,,
Kagawa,Japan,2021-11-16,4702,38,,,
Kagoshima,Japan,2021-11-16,9102,66,,,
Kanagawa,Japan,2021-11-16,169096,1312,,,
Kochi,Japan,2021-11-16,4167,33,,,
Kumamoto,Japan,2021-11-16,14395,136,,,
Kyoto,Japan,2021-11-16,35953,291,,,
Mie,Japan,2021-11-16,14807,163,,,
Miyagi,Japan,2021-11-16,16275,118,,,
Miyazaki,Japan,2021-11-16,6137,41,,,
Nagano,Japan,2021-11-16,8883,97,,,
Nagasaki,Japan,2021-11-16,6118,73,,,
Nara,Japan,2021-11-16,15634,149,,,
Niigata,Japan,2021-11-16,8008,61,,,
Oita,Japan,2021-11-16,8186,84,,,
Okayama,Japan,2021-11-16,15465,136,,,
Okinawa,Japan,2021-11-16,50295,398,,,
Osaka,Japan,2021-11-16,202920,3058,,,
Port Quarantine,Japan,2021-11-16,4463,4,,,
Saga,Japan,2021-11-16,5865,30,,,
Saitama,Japan,2021-11-16,115740,1054,,,
Shiga,Japan,2021-11-16,12424,104,,,
Shimane,Japan,2021-11-16,1731,5,,,
Shizuoka,Japan,2021-11-16,26778,209,,,
Tochigi,Japan,2021-11-16,15469,117,,,
Tokushima,Japan,2021-11-16,3291,65,,,
Tokyo,Japan,2021-11-16,381990,3158,,,
Tottori,Japan,2021-11-16,1669,5,,,
Toyama,Japan,2021-11-16,4867,52,,,
Unknown,Japan,2021-11-16,8,0,,,
Wakayama,Japan,2021-11-16,5299,62,,,
Yamagata,Japan,2021-11-16,3551,56,,,
Yamaguchi,Japan,2021-11-16,5786,93,,,
Yamanashi,Japan,2021-11-16,5155,29,,,
Aichi,Japan,2021-01-11,19635,256,15634,3745,
Akita,Japan,2021-01-11,174,1,135,38,
Aomori,Japan,2021-01-11,567,8,473,86,
Chiba,Japan,2021-01-11,14567,133,9935,4499,
Ehime,Japan,2021-01-11,689,13,434,242,
Fukui,Japan,2021-01-11,399,12,344,43,
Fukuoka,Japan,2021-01-11,11561,120,8113,3328,
Fukushima,Japan,2021-01-11,1276,29,868,379,
Gifu,Japan,2021-01-11,3087,44,2258,785,
Gunma,Japan,2021-01-11,2908,50,2267,591,
Hiroshima,Japan,2021-01-11,4134,53,2986,1095,
Hokkaido,Japan,2021-01-11,14841,487,12692,1662,
Hyogo,Japan,2021-01-11,12281,266,10293,1722,
Ibaraki,Japan,2021-01-11,3207,41,2409,757,
Ishikawa,Japan,2021-01-11,1233,53,1005,175,
Iwate,Japan,2021-01-11,432,25,342,65,
Kagawa,Japan,2021-01-11,441,4,257,180,
Kagoshima,Japan,2021-01-11,1260,15,975,270,
Kanagawa,Japan,2021-01-11,28080,297,21854,5929,
Kochi,Japan,2021-01-11,734,12,645,77,
Kumamoto,Japan,2021-01-11,2518,35,1742,741,
Kyoto,Japan,2021-01-11,6079,73,4368,1638,
Mie,Japan,2021-01-11,1585,20,1242,323,
Miyagi,Japan,2021-01-11,2655,16,2126,513,
Miyazaki,Japan,2021-01-11,1324,11,767,546,
Nagano,Japan,2021-01-11,1681,16,1172,493,
Nagasaki,Japan,2021-01-11,1056,8,517,531,
Nara,Japan,2021-01-11,2356,28,1933,395,
Niigata,Japan,2021-01-11,679,3,505,171,
Oita,Japan,2021-01-11,838,10,667,161,
Okayama,Japan,2021-01-11,1859,16,1241,602,
Okinawa,Japan,2021-01-11,5959,87,5280,592,
Osaka,Japan,2021-01-11,34933,629,28376,5928,
Port Quarantine,Japan,2021-01-11,2029,1,1861,167,
Saga,Japan,2021-01-11,606,3,464,139,
Saitama,Japan,2021-01-11,18199,235,12553,5411,
Shiga,Japan,2021-01-11,1570,16,1117,437,
Shimane,Japan,2021-01-11,233,0,207,26,
Shizuoka,Japan,2021-01-11,3413,46,2460,907,
Tochigi,Japan,2021-01-11,2616,14,1344,1258,
Tokushima,Japan,2021-01-11,230,10,188,32,
Tokyo,Japan,2021-01-11,76231,644,56046,19541,
Tottori,Japan,2021-01-11,166,1,92,73,
Toyama,Japan,2021-01-11,731,26,533,172,
Unknown,Japan,2021-01-11,8,0,8,0,
